name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
AIMD,"Ainos, Inc.",ainos,streaming,stock,common,0.5335,10000,1,false,0,USD,-4.21903052,135294,0.84522617,7515055,USD,,-2.659,-7.04508857,0,Health technology,america,Health Technology,
AIN,Albany International Corporation,albany-international,streaming,stock,common,76.57,100,1,false,0,USD,3.79558086,388943,2.18321117,2366012961,USD,23.89452333,3.2045,1.38256138,1.37129,Process industries,america,Process Industries,1.5
AIOT,"PowerFleet, Inc.",powerfleet,streaming,stock,common,7.05,100,1,false,0,USD,1.87861272,4168703,2.12322618,934190861,USD,,-0.5095,-109.41224825,0,Electronic technology,america,Electronic Technology,1.071429
AIP,"Arteris, Inc.",arteris,streaming,stock,common,9.1,100,1,false,0,USD,2.47747748,156022,0.56423915,372628567.99999994,USD,,-0.8661,16.16494047,0,Electronic technology,america,Electronic Technology,1.25
AIR,AAR Corp.,aar,streaming,stock,common,65.02,100,1,false,0,USD,0.27760642,163500,0.85253092,2335170420,USD,234.72924188,0.277,-85.63724982,0,Electronic technology,america,Electronic Technology,1
AIRE,reAlpha Tech Corp.,realpha-tech,streaming,stock,common,1.44,100,1,false,0,USD,-15.29411765,298351,1.298092,66318028,USD,,,,0,Technology services,america,Technology Services,1
AIRG,"Airgain, Inc.",airgain,streaming,stock,common,5.8,100,1,false,0,USD,-5.53745928,37487,2.12354841,67041633,USD,,-0.7916,33.75732218,0,Electronic technology,america,Electronic Technology,1
AIRI,Air Industries Group,air-industries,streaming,stock,common,4.11,100,1,false,0,USD,0,66336,1.64152106,13801870,USD,,-0.1894,80.72460818,0,Electronic technology,america,Electronic Technology,1
AIRJ,AirJoule Technologies Corporation,montana-technologies,streaming,stock,common,8.01,100,1,false,0,USD,4.02597403,33937,0.95671025,447303745,USD,1.59035858,5.0366,6195.75,0,Producer manufacturing,america,Producer Manufacturing,1
AIRS,"AirSculpt Technologies, Inc.",airsculpt-technologies,streaming,stock,common,4.535,100,1,false,0,USD,1.4541387,188857,1.77946227,262496159,USD,,-0.1373,-8.2807571,0,Health technology,america,Health Technology,1.8
AIRT,"Air T, Inc.",air-t,streaming,stock,common,17.31,100,1,false,0,USD,-11.09399076,8599,1.80438979,47185603.00000001,USD,,-0.2852,94.32121381,0,Transportation,america,Transportation,
AISP,"Airship AI Holdings, Inc",airship-ai,streaming,stock,common,4.24,100,1,false,0,USD,1.4354067,704082,0.32467646,139539524,USD,,,,0,Technology services,america,Technology Services,1.25
AIT,"Applied Industrial Technologies, Inc.",applied-industrial-technologies,streaming,stock,common,250.58,100,1,false,0,USD,2.41131274,294120,1.1962677,9616572499,USD,25.3667129,9.8783,3.64172402,0.626546,Distribution services,america,Distribution Services,1.277778
AITR,AI TRANSPORTATION ACQUISITION CORP,ai-transportation-acquisition,streaming,stock,common,10.95,100,1,false,0,USD,0.36663611,427,0.07295903,85823400,USD,50.95393206,0.2149,,0,Finance,america,Finance,
AIZ,"Assurant, Inc.",assurant,streaming,stock,common,207.89,100,1,false,0,USD,-1.49260804,860021,1.55910778,10559132950,USD,14.37054139,14.4664,20.82519001,1.46231,Finance,america,Finance,1.555556
AJG,Arthur J. Gallagher & Co.,gallagher,streaming,stock,common,337.74,100,1,false,0,USD,1.37167212,1745005,1.36541275,86022374482,USD,51.75298805,6.526,47.02834227,0.710606,Finance,america,Finance,1.55
AKA,a.k.a. Brands Holding Corp.,aka-brands,streaming,stock,common,14.27,100,1,false,0,USD,-2.72665303,7895,0.36898041,151838402.99999997,USD,,-2.8851,88.04455476,0,Retail trade,america,Retail Trade,1.6
AKAM,"Akamai Technologies, Inc.",akamai,streaming,stock,common,80.68,100,1,false,0,USD,3.6085784,5814952,1.16972003,12127618802.000002,USD,24.72419711,3.2632,-7.39279734,0,Technology services,america,Technology Services,1.5625
AKAN,Akanda Corp.,akanda-corp,streaming,stock,common,1.69,100,1,false,0,USD,1.18548677,21214,0.71590073,2411314,USD,,-462.0887,-41.72448038,0,Process industries,america,Process Industries,
AKBA,"Akebia Therapeutics, Inc.",akebia-therapeutics,streaming,stock,common,1.85,100,1,false,0,USD,1.09289617,1860346,0.81475868,403635222,USD,,-0.2207,32.85670824,0,Health technology,america,Health Technology,1
AKRO,"Akero Therapeutics, Inc.",akero-therapeutics,streaming,stock,common,49.12,100,1,false,0,USD,2.86910995,648283,0.7910822,3690511678,USD,,-3.7482,-31.37289264,0,Health technology,america,Health Technology,1
AKYA,"Akoya BioSciences, Inc.",akoya-biosciences,streaming,stock,common,1.63,100,1,false,0,USD,-1.21212121,185953,0.47900945,80803576,USD,,-1.1763,33.27471779,0,Health technology,america,Health Technology,1.75
AL,Air Lease Corporation,air-lease,streaming,stock,common,47.92,100,1,false,0,USD,0.86297622,680705,0.82815744,5337180099,USD,14.39125473,3.3298,-35.30348955,1.77379,Finance,america,Finance,1.25
ALAB,"Astera Labs, Inc.",astera-labs,streaming,stock,common,74.35,100,1,false,0,USD,-1.84818482,10688770,2.0261991,12056110463.000002,USD,,-0.5422,-221.01835406,0,Electronic technology,america,Electronic Technology,1.178571
ALB,Albemarle Corporation,albemarle,streaming,stock,common,77.03,100,1,false,0,USD,-2.4566291,2822235,1.0040143,9056683745,USD,,-11.1981,-183.97273423,2.09009,Process industries,america,Process Industries,1.725806
ALBT,Avalon GloboCare Corp.,,streaming,stock,common,7.25,100,1,false,0,USD,-2.02702703,51467,0.3721322,7933102,USD,,-3.0278,-234.04677846,0,Health technology,america,Health Technology,
ALCO,"Alico, Inc.",alico,streaming,stock,common,29.37,100,1,false,0,USD,0.58219178,31894,0.89053068,224317997,USD,,-5.9189,-194.04932151,0.680967,Process industries,america,Process Industries,1
ALCY,Alchemy Investments Acquisition Corp 1,alchemy-investments-acquisition-1,streaming,stock,common,11.21,100,1,false,0,USD,0.08928571,9968,1.43950553,50808911.99999999,USD,30.25641026,0.3705,186.98683191,0,Finance,america,Finance,
ALDF,Aldel Financial II Inc.,,streaming,stock,common,10.03,100,1,false,0,USD,0.0998004,48606,0.265336,361370000.00000006,USD,,,,0,Finance,america,Finance,
ALDX,"Aldeyra Therapeutics, Inc.",aldeyra-therapeutics,streaming,stock,common,5.11,100,1,false,0,USD,-19.40063091,1825292,4.44964502,304298457,USD,,-0.9389,-47.27843137,0,Health technology,america,Health Technology,1
ALE,"Allete, Inc.",allete,streaming,stock,common,65.69,100,1,false,0,USD,0.35135961,432829,1.40025305,3803526919,USD,21.19579246,3.0992,-27.94066358,4.33095,Utilities,america,Utilities,1.75
ALEC,"Alector, Inc.",alector,streaming,stock,common,1.64,100,1,false,0,USD,-1.20481928,2412836,4.32367825,162500861,USD,,-1.2387,20.40737647,0,Health technology,america,Health Technology,1.611111
ALF,Centurion Acquisition Corp.,centurion-acquisition,streaming,stock,common,10.19,100,1,false,0,USD,0,6719,0.44785272,366203561.4292706,USD,,,,0,Finance,america,Finance,
ALG,"Alamo Group, Inc.",alamo,streaming,stock,common,174.98,100,1,false,0,USD,-5.03636166,321625,3.50888007,2110865576.0000005,USD,18.16728269,9.6316,-15.20209891,0.617213,Producer manufacturing,america,Producer Manufacturing,1.25
ALGM,"Allegro MicroSystems, Inc.",allegro-microsystems,streaming,stock,common,22.3,100,1,false,0,USD,2.43454295,4121597,1.3949866,4105988040.000001,USD,,-0.3435,-130.19514768,0,Electronic technology,america,Electronic Technology,1.125
ALGN,"Align Technology, Inc.",align-technology,streaming,stock,common,187.03,100,1,false,0,USD,0.67825806,857102,0.84354588,13962361891.000002,USD,33.25982964,5.6233,-3.26670336,0,Health technology,america,Health Technology,1.472222
ALGS,"Aligos Therapeutics, Inc.",aligos-therapeutics,streaming,stock,common,16.87,100,1,false,0,USD,0.65632458,134170,0.5789136,60527742,USD,,-13.3467,,0,Health technology,america,Health Technology,1
ALGT,Allegiant Travel Company,allegiant-travel-company,streaming,stock,common,73.5,100,1,false,0,USD,-1.50093809,378374,1.05413306,1348279923.9999998,USD,,-13.3812,-311.83175292,3.26531,Transportation,america,Transportation,1.928571
ALHC,"Alignment Healthcare, Inc.",alignment-healthcare,streaming,stock,common,15.69,100,1,false,0,USD,16.48106904,4770138,2.46011506,3009849039,USD,,-0.672,15.4185022,0,Health services,america,Health Services,1.4375
ALIT,"Alight, Inc.",alight,streaming,stock,common,6.83,100,1,false,0,USD,0.88626292,8225442,1.02633713,3709623444.000001,USD,,-0.2671,50.86460633,0.585651,Technology services,america,Technology Services,1.125
ALK,"Alaska Air Group, Inc.",alaska-air,streaming,stock,common,72.28,100,1,false,0,USD,1.70254678,1729988,0.66765452,8896090033,USD,23.67740033,3.0527,68.82535118,0,Transportation,america,Transportation,1.194444
ALKS,Alkermes plc,alkermes,streaming,stock,common,34.33,100,1,false,0,USD,0.8519389,1785459,0.94925387,5582540959,USD,15.74842883,2.1799,5.35498526,0,Health technology,america,Health Technology,1.423077
ALKT,"Alkami Technology, Inc.",alkami-technology,streaming,stock,common,30.84,100,1,false,0,USD,6.49171271,2477025,3.10722957,3099316958,USD,,-0.4141,38.19402985,0,Technology services,america,Technology Services,1.3
ALL,Allstate Corporation (The),allstate,streaming,stock,common,199.15,100,1,false,0,USD,2.09679073,3365884,1.77425754,52779938631.99999,USD,11.72304994,16.9879,,1.84785,Finance,america,Finance,1.391304
ALLE,Allegion plc,allegion-plc,streaming,stock,common,128.71,100,1,false,0,USD,1.03618808,1212421,1.0380339,11106431768,USD,18.87713946,6.8183,11.37373407,1.49173,Producer manufacturing,america,Producer Manufacturing,1.846154
ALLK,Allakos Inc.,allakos,streaming,stock,common,0.2798,10000,1,false,0,USD,-0.35612536,425711,0.31815625,24998349,USD,,-2.0297,-5.31859693,0,Health technology,america,Health Technology,2
ALLO,"Allogene Therapeutics, Inc.",allogene-therapeutics,streaming,stock,common,1.95,100,1,false,0,USD,0,6054245,0.34805525,408860583.00000006,USD,,-1.56,29.19389978,0,Health technology,america,Health Technology,1.28125
ALLR,"Allarity Therapeutics, Inc.",,streaming,stock,common,0.7987,10000,1,false,0,USD,-1.63793103,295395,0.34138609,3541106,USD,,-883.4505,99.72052789,0,Health technology,america,Health Technology,
ALLT,Allot Ltd.,allot-ltd,streaming,stock,common,5.92,100,1,false,0,USD,1.36986301,896450,0.89152734,227575296,USD,,-0.1525,90.79050667,0,Electronic technology,america,Electronic Technology,1
ALLY,Ally Financial Inc.,ally,streaming,stock,common,37.1,100,1,false,0,USD,1.06238082,3037955,1.02854175,11393895473.000002,USD,14.28131496,2.5978,-13.02979578,3.2345,Finance,america,Finance,1.5
ALMS,Alumis Inc.,alumis,streaming,stock,common,4.65,100,1,false,0,USD,-0.42826552,235273,1.15204984,252994079,USD,,-4.4697,,0,Health technology,america,Health Technology,1.1
ALNT,Allient Inc.,allied-motion,streaming,stock,common,24.88,100,1,false,0,USD,-0.40032026,70173,0.92309696,419113012.00000006,USD,28.35004558,0.8776,-39.40063527,0.482315,Producer manufacturing,america,Producer Manufacturing,1
ALNY,"Alnylam Pharmaceuticals, Inc.",alnylam-pharmaceuticals,streaming,stock,common,246.75,100,1,false,0,USD,4.07001265,1178627,1.40159714,31943552581.999996,USD,,-2.1724,39.02548557,0,Health technology,america,Health Technology,1.426471
ALOT,"AstroNova, Inc.",astronova,streaming,stock,common,10.86,100,1,false,0,USD,-0.36697248,6533,0.89560628,81763175,USD,21.5390718,0.5042,12.64521895,0,Electronic technology,america,Electronic Technology,
ALRM,"Alarm.com Holdings, Inc.",alarm-com-holdings,streaming,stock,common,58.09,100,1,false,0,USD,-0.05161734,366604,0.74683368,2883990875.9999995,USD,25.42565764,2.2847,49.56140351,0,Technology services,america,Technology Services,1.555556
ALRS,Alerus Financial Corporation,alerus,streaming,stock,common,20.37,100,1,false,0,USD,0.49333991,58745,0.85884628,516140778.99999994,USD,20.09073873,1.0139,76.08544634,3.87825,Finance,america,Finance,1.7
ALSN,"Allison Transmission Holdings, Inc.",allison-transmission,streaming,stock,common,101.75,100,1,false,0,USD,1.28409317,1043718,1.26869074,8701486546,USD,12.24929574,8.3066,11.70039669,0.982801,Producer manufacturing,america,Producer Manufacturing,1.954545
ALT,"Altimmune, Inc.",altimmune,streaming,stock,common,6.65,100,1,false,0,USD,3.58255452,3370902,1.36126752,512140823.99999994,USD,,-1.3386,18.58159479,0,Health technology,america,Health Technology,1.2
ALTG,Alta Equipment Group Inc.,alta-equipment-depositary-shares-each-representing-1-1000th-in-a-share-of-10-series-a-cumulative-perpetual-preferred-stock,streaming,stock,common,5.48,100,1,false,0,USD,1.10701107,401462,2.14075846,182244639,USD,,-1.701,-887.5,4.16058,Distribution services,america,Distribution Services,1.666667
ALTI,"AlTi Global, Inc.",alvarium-tiedemann,streaming,stock,common,3.46,100,1,false,0,USD,0.28985507,109230,0.96444114,483797444.99999994,USD,,-1.3821,42.91437776,0,Finance,america,Finance,1
ALTM,Arcadium Lithium plc,livent,streaming,stock,common,5.84,100,1,false,0,USD,0.17152659,14457597,0.75312993,6288856063.000001,USD,64.67331118,0.0903,-86.16939807,0,Non-energy minerals,america,Non-Energy Minerals,1.9375
ALTO,"Alto Ingredients, Inc.",alto-ingredients,streaming,stock,common,1.61,100,1,false,0,USD,-0.61728395,405460,0.45644304,123401874.00000001,USD,,-0.5134,13.48163128,0,Process industries,america,Process Industries,1
ALTR,Altair Engineering Inc.,altair-engineering,streaming,stock,common,111.6,100,1,false,0,USD,0.09866356,576100,0.78418593,9574746670,USD,673.50633675,0.1657,,0,Technology services,america,Technology Services,2
ALTS,ALT5 Sigma Corporation,janone,streaming,stock,common,6.05,100,1,false,0,USD,3.06643952,158876,0.62280134,85120287,USD,,-3.2041,27.60568472,0,Industrial services,america,Industrial Services,
ALUR,"Allurion Technologies, Inc.",,streaming,stock,common,3.18,100,1,false,0,USD,-3.04878049,44605,0.09178167,18958250,USD,,-11.8913,87.86754316,0,Health technology,america,Health Technology,1.25
ALV,"Autoliv, Inc.",autoliv,streaming,stock,common,97.35,100,1,false,0,USD,0.77639752,732656,0.97658807,7565496843,USD,12.07831363,8.0599,39.83899231,2.81459,Producer manufacturing,america,Producer Manufacturing,1.442308
ALVO,Alvotech,alvotech,streaming,stock,common,11.36,100,1,false,0,USD,-0.87260035,134105,1.01665478,3424830849,USD,,-1.6606,28.64692992,0,Health technology,america,Health Technology,1.416667
ALVR,"AlloVir, Inc.",,streaming,stock,common,9.8,100,1,false,0,USD,3.04942166,10509,1.1757927,30156373,USD,,-20.1597,48.98474074,0,Health technology,america,Health Technology,
ALXO,ALX Oncology Holdings Inc.,alx-oncology,streaming,stock,common,1.1,100,1,false,0,USD,2.80373832,334012,0.7914138,58017418.99999999,USD,,-2.9809,16.43117466,0,Health technology,america,Health Technology,1.428571
ALZN,"Alzamend Neuro, Inc.",alzamend-neuro,streaming,stock,common,0.82,10000,1,false,0,USD,-2.08955224,121870,0.0749546,4454893,USD,,-6.6502,71.34818874,0,Health technology,america,Health Technology,1.5
AM,Antero Midstream Corporation,antero-midstream,streaming,stock,common,16.95,100,1,false,0,USD,4.50061652,4570305,1.24699615,8112371854,USD,20.54296449,0.8251,7.22547109,5.30973,Industrial services,america,Industrial Services,2.1875
AMAL,Amalgamated Financial Corp.,amalgamated-financial,streaming,stock,common,32.45,100,1,false,0,USD,0.24714242,279713,0.82532317,995218873,USD,9.41070704,3.4482,20.42327303,1.54083,Finance,america,Finance,1.5
AMAT,"Applied Materials, Inc.",applied-materials,streaming,stock,common,158.07,100,1,false,0,USD,0.91292135,9427575,1.12772707,128422532206,USD,20.67869337,7.6441,-10.09268189,1.01221,Producer manufacturing,america,Producer Manufacturing,1.405405
AMBA,"Ambarella, Inc.",ambarella,streaming,stock,common,61.43,100,1,false,0,USD,-2.22045364,1958843,1.66498497,2561751040,USD,,-2.8426,32.95438464,0,Electronic technology,america,Electronic Technology,1.5
AMBC,"Ambac Financial Group, Inc.",ambac-financial,streaming,stock,common,9.71,100,1,false,0,USD,-6.63461538,1603373,2.24440112,460672910,USD,,-10.4522,-6620.3992514,0,Finance,america,Finance,1
AMBI,Ambipar Emergency Response,ambipar-emergency-response,streaming,stock,common,4.25,100,1,false,0,USD,-8.60215054,10692,1.03427261,235576865,USD,,,,0,Industrial services,america,Industrial Services,1
AMBP,Ardagh Metal Packaging S.A.,ardagh-metal-packaging-sa,streaming,stock,common,2.87,100,1,false,0,USD,-9.17721519,5560476,2.82832777,1715258480,USD,,-0.0452,45.99761051,13.9373,Process industries,america,Process Industries,1.9375
AMC,"AMC Entertainment Holdings, Inc.",amc-entertainment-holdings,streaming,stock,common,3.3,100,1,false,0,USD,2.48447205,10807264,0.99089861,1425434315,USD,,-1.1331,48.93875896,0,Consumer services,america,Consumer Services,2
AMCR,Amcor plc,amcor,streaming,stock,common,10.12,100,1,false,0,USD,0.59642147,30796220,1.42073067,14626873643.000002,USD,18.3699401,0.5509,25.14766015,4.99012,Process industries,america,Process Industries,1.631579
